,"['dim_reduction_after', 'n_clusters']=(False, 3)","['dim_reduction_after', 'n_clusters']=(True, 3)"
0,0.2624714933651556,0.26977170041631704
1,0.26310934734245817,0.2757131650451265
2,0.2806234841156552,0.2879734362399852
3,0.2708007898984129,0.27276397961264764
4,0.2688303754660658,0.27082489697413437
5,0.26206901560289764,0.27564009003613116
6,0.25861932910320873,0.2667279662607232
7,0.258763159092593,0.259411643540912
8,0.250127065417709,0.25699508583541264
9,0.26947233866272063,0.27045077138423534
mean,0.26448863980668763,0.2706272735345625

Max mean silhouette_score:,0.2706272735345625
Max mean Generated by:,"(True, 3)"
t-test p-value score:,0.002435077592570161
